,date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,company,review_title_None,cons_use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal,pros_None,advice_to_mgmt_mandating disability leave force employee workplace illegal mandating disability leave force employee workplace illegal
2489,Thu Apr 06 2017, IT Engineer,"Reading, PA",Former Employee ,,5,,place know trumps know managers constantly break harassment policies bad overall getting worse advice management understand,,1.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Carpenter Technology,0.0,-0.8779,0.0,0.0
2490,Mon Dec 21 2020, Community Manager,"Seattle, WA",Current Employee ,,0,upper management transparent moving towards becoming inclusive listening black voices including trans folks conversations corp employees especially first started didn't privilege able quit get different job,,,5.0,3.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.0,-0.2755,0.0
2491,Wed Nov 13 2019, Service Manager,"Orange, CA",Current Employee ,,0,company company competitive pay benefits respect diversity inclusion managed people listen cares help,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.0,0.8934,0.0
2492,Thu Oct 10 2019, Regional Manager,"Irvine, CA",Current Employee ,equity people culture diversity,1,equity truly embraces strong values 10 ways winner promotes diversity inclusion recognizes listens employees company,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.0,0.9337,0.0
2493,Sat Oct 19 2019,Anonymous,"San Francisco, CA",Former Employee ,,1,,also upper management chicago super boys club little diversity women people color beware glass ceiling,,3.0,1.0,5.0,5.0,5.0,1.0,Recommends,Neutral Outlook,No opinion of CEO,Equity Residential,0.0,0.5994,0.0,0.0
2494,Mon Sep 09 2019, Community Manager,"Seattle, WA",Former Employee ,,2,,equity's culture equity residential national initiatives total well sustainability diversity inclusion social responsibility cons not con piece culture equity residential national initiatives total well sustainability diversity inclusion social responsibility cons not con piece advice,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.584,0.0,0.0
2495,Thu Sep 26 2019, Leasing Professional,"Alexandria, VA",Former Employee ,growth minorities,1,,minority overlooked matter great employee favoritism unfortunate advice management embrace diversity minorities advantage caucasians 1 minority overlooked matter great employee maybe lot politics company manager likes enough lot great employees get overlooked company favoritism unfortunate advice management embrace diversity minorities advantage caucasians 1,embrace diversity minorities advantage caucasians embrace diversity minorities advantage caucasians,2.0,3.0,3.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Equity Residential,0.3818,0.9584,0.0,0.765
2496,Sat Jul 13 2019, Assistant Manager,"San Francisco, CA",Current Employee ,,0,,diversity inclusion big last 6 diversity inclusion big last 6 years,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.0,0.0,0.0
2497,Fri Jun 22 2018,Anonymous,,Current Employee ,,1,training programs leadership promotes teamwork company values genuinely care diversity inclusion support employees total wellbeing encourage community service,,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.0,0.9271,0.0
2498,Tue Oct 17 2017,Anonymous,,Former Employee ,,0,,regional managers sexist know gets promoted faster performance advice,,3.0,3.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO,Equity Residential,0.0,0.4215,0.0,0.0
2499,Tue Aug 15 2017, Manager,"Irvine, CA",Current Employee ,,0,culture amazing equity diversity inclusion big focus well senior leaders really care culture amazing equity diversity inclusion big focus well senior leaders really care,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.0,0.9587,0.0
2500,Sat Apr 22 2017,Anonymous,"Washington, DC",Current Employee ,,1,equity true model diversity team work employee great resources,,,3.0,2.0,5.0,1.0,2.0,5.0,Neutral Outlook,,Approves of CEO,Equity Residential,0.0,0.0,0.7845,0.0
2501,Tue Mar 14 2017, Service Technician,"Seattle, WA",Current Employee ,,1,,low pay promotions favoritism discrimination abuse power training wasted time meetings low pay promotions favoritism discrimination abuse power training wasted time meetings,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Equity Residential,0.0,-0.9545,0.0,0.0
2502,Thu Oct 13 2016,Anonymous,,Current Employee ,,0,,new employee coach serve total wellbeing diversity champion get involved special projects initiatives encourage,new employee coach serve total wellbeing diversity champion get involved special projects initiatives encourage,3.0,3.0,3.0,2.0,2.0,2.0,Doesn't Recommend,Positive Outlook,,Equity Residential,0.0,0.8797,0.0,0.8797
2503,Thu Jun 30 2016,,, ,,2,work achieve work life balance generally positive environment celebrates diversity acceptance,,,3.0,3.0,4.0,3.0,2.0,2.0,Recommends,Neutral Outlook,Approves of CEO,Equity Residential,0.0,0.0,0.8834,0.0
2504,Mon Apr 25 2016, Regional Manager,"Seattle, WA",Former Employee ,,0,great benefits strong culture diversity counsel great opportunities career growth solid recognition program clear communication,,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.0,0.9702,0.0
2505,Mon Jul 13 2015, Community Manager,"San Francisco, CA",Current Employee ,,0,,not site level makes easy keep things black white residents cons housing discounts joke,,5.0,4.0,5.0,5.0,2.0,5.0,Recommends,Positive Outlook,Approves of CEO,Equity Residential,0.0,0.6249,0.0,0.0
2506,Wed Jul 22 2015, Community Manager,"New York, NY",Former Employee ,,3,,stop focusing made new click diversity make company great not anymore,stop focusing made new click diversity make company great not anymore,2.0,1.0,1.0,3.0,5.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,Equity Residential,0.0,0.4404,0.0,0.4404
2507,Mon Feb 09 2015,,, ,,2,,hotter building new york city promotions minority people advice management advise shareholder door matter,courses make take online especially ethic look minority higher rank possitions abuse employees new,1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Equity Residential,0.0,0.0258,0.0,-0.6369
2508,Sat Sep 06 2014,,, ,,3,,easily get burned upper management views replaceable hard minorities make top easy get hired,,2.0,1.0,3.0,3.0,3.0,1.0,Doesn't Recommend,Positive Outlook,,Equity Residential,0.0,0.6908,0.0,0.0
2509,Mon Jul 05 2010,,"Washington, DC","Assistant Property Manager in Washington, DC",,2,,incompetent supervisors managers not care properties minorities work employees cut cost someone doesn’t like,,1.0,1.5,2.0,2.5,1.0,,Doesn't Recommend,,Disapproves of CEO,Equity Residential,0.0,-0.6517,0.0,0.0
2510,Thu Dec 24 2020, Delivery Route Driver,"Reno, NV",Former Employee ,,0,,employee partime hours discriminatory against employees color advice management stop discrimination employee partime hours discriminatory against employees color advice management stop discrimination,stop discrimination stop discrimination,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,HD Supply Holdings,0.0,-0.5267,0.0,-0.5267
2511,Tue Jul 14 2020, Sales,,Current Employee ,,5,,lead great people hd supply privilege work alongside greatest minds mro,lead great people hd supply privilege work alongside greatest minds mro,2.0,2.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,HD Supply Holdings,0.0,0.8957,0.0,0.8957
2512,Wed Nov 01 2017, Staff Accountant,"Dresher, PA",Former Employee ,,1,free lunches overtime hours great location lot diversity company,,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,,MRC Global,0.0,0.0,0.8126,0.0
2513,Mon Jan 09 2017, Operations Services Specialist,"Ames, IA",Current Employee ,,5,every employee corporate plants goes intense week long orientation program great learn lot company,,,3.0,3.0,2.0,3.0,4.0,3.0,Recommends,Positive Outlook,Disapproves of CEO,Renewable Energy Group,0.0,0.0,0.6597,0.0
2514,Mon Nov 02 2020, Market Associate,"New York, NY",Former Employee ,,3,,run office low morale also working hard promoting diversity inclusion recently don't fooled look office low morale also working hard promoting diversity inclusion recently don't fooled look office really not,,2.0,5.0,3.0,2.0,1.0,4.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Expedia Group,0.0,0.5216,0.0,0.0
2515,Tue Sep 22 2020, Software Development Engineer,"Bellevue, WA",Former Employee ,,2,,pay low compared industry standards diversity bad heard someone laid pregnancy,,1.0,3.0,2.0,3.0,1.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Expedia Group,0.0,-0.7184,0.0,0.0
2516,Mon Feb 01 2021, EDI Analyst III,"Lowell, AR",Current Employee ,,0,,day think shame i'd like diversity company general fun events people,,4.0,4.0,4.0,3.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO,J.B. Hunt Transport Services,0.0,0.4019,0.0,0.0
2517,Sat Nov 28 2020, Customer Experience Representative,"Lowell, AR",Current Employee ,,2,,coworker also going claim opposed harassment employees employees workplace,coworker also going claim opposed harassment employees employees workplace,3.0,3.0,3.0,2.0,3.0,2.0,Recommends,Neutral Outlook,No opinion of CEO,J.B. Hunt Transport Services,0.0,-0.5423,0.0,-0.5423
2518,Fri Oct 23 2020,Anonymous,"Elizabethton, TN",Former Employee ,diversity minorities beware diversity minorities beware,0,,,,1.0,1.0,1.0,1.0,2.0,5.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Snap on,0.0,0.0,0.0,0.0
2519,Sat Dec 07 2019, Mobile Company Store Manager,,Former Employee ,,1,,dead end advancement racist management advice management keep pushing unreal sales quotas,,3.0,3.0,1.0,2.0,4.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Snap on,0.0,-0.8519,0.0,0.0
2520,Thu Jan 25 2018,Anonymous,"Kenosha, WI",Former Employee ,,0,,racism company don’t care employees advice management,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Snap on,0.0,-0.2263,0.0,0.0
2521,Thu Aug 18 2016, Distribution Associate,"Crystal Lake, IL",Current Employee ,,4,,clueless supervisors sexual racial harassment rampant people treated nothing supervisors departments advice,,1.0,1.0,1.0,1.0,5.0,3.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Snap on,0.0,-0.7184,0.0,0.0
2522,Sun May 17 2015,Anonymous,,Current Employee ,great company unfortunate rampant age discrimination great company unfortunate rampant age discrimination,3,,,,4.0,1.0,5.0,1.0,5.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO,Snap on,0.4939,0.0,0.0,0.0
2523,Sat Oct 19 2019, Group Director,"Salt Lake City, UT",Current Employee ,medical best group talented people ever privilege working,0,,,,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,Moog,0.875,0.0,0.0,0.0
2524,Wed Sep 25 2019, Assembly Technician,"Torrance, CA",Former Employee ,,1,,portion review describe not strive diversity inclusive welcoming environment important us,,1.0,2.0,1.0,4.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Moog,0.0,0.5719,0.0,0.0
2525,Fri Jan 09 2015,,, ,,0,,people work 30 plus years company terrible orientation new employees knew day arrived realized,,1.0,4.0,1.0,1.0,2.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Moog,0.0,-0.4767,0.0,0.0
2526,Tue May 20 2014, Machinist,"East Aurora, NY",Current Employee ,,3,,walked yellow tile floors moog searching minorities fire exploit fact opened eyes still living nightmare trying escape prejudice wicked witch walked yellow tile,,1.0,3.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Moog,0.0,-0.8834,0.0,0.0
2527,Thu Apr 24 2014, Program Manager,"Buffalo, NY",Current Employee ,,0,,company really aerospace medical industrial etc advice management manage diversity change effectively,manage diversity change effectively,3.0,2.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,Moog,0.0,0.4404,0.0,0.4404
2528,Fri Oct 20 2017, Human Resources,"Louisville, KY",Current Employee ,love diversity culture bf,0,,lot reorganization changing employees frequently advice management keep embracing diversity talent diverse workforce brings,keep embracing diversity talent diverse workforce brings,4.0,5.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Brown Forman,0.6369,0.4215,0.0,0.4215
2529,Fri Oct 20 2017,Anonymous,"Louisville, KY",Current Employee ,,0,,new innovative ways connect advice management continue work diversity inclusion efforts innovative ways connect advice management continue work diversity inclusion efforts,continue work diversity inclusion efforts continue work diversity inclusion efforts,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Brown Forman,0.0,0.7003,0.0,0.0
2530,Thu Jul 13 2017,Anonymous,,Current Employee ,,0,years not companies 25 year plans diversity inclusion also highly important brown forman employee resource years not companies 25 year plans diversity inclusion also highly important brown forman employee resource groups employees,,,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Neutral Outlook,Approves of CEO,Brown Forman,0.0,0.0,0.4915,0.0
2531,Fri May 12 2017,Anonymous,,Current Employee ,,0,make best decisions health strong emphasis diversity inclusion top level company walks talk best decisions health strong emphasis diversity inclusion top level company walks talk,,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,Brown Forman,0.0,0.0,0.9559,0.0
2532,Mon May 22 2017,,, ,,0,incredible corporate culture includes plenty community leadership emphasis diversity inclusion,,,4.0,4.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Brown Forman,0.0,0.0,0.0,0.0
2533,Sat Mar 25 2017,Anonymous,,Current Employee ,,6,related somebody make diversity look good don't work production like,actually nowhere minorities 0 experience field get job wasn't interns given preference people's kids 25 help diversity look better preach inclusion exclusive family people's kids 25 help diversity look better preach inclusion exclusive family members future employees brown forman yes man overly positive mentality everything great sexist woodford commercial incredible southern comfort fiery pepper would never,,1.0,5.0,1.0,1.0,1.0,3.0,Doesn't Recommend,Positive Outlook,Approves of CEO,Brown Forman,0.0,0.9709,0.1999,0.0
2534,Tue Sep 20 2016,Anonymous,"Goshen, KY",Current Employee ,,4,,past unhappy overworked employees fake daily women minorities unimportant career advancement opportunities advice management hold employees accountable,,3.0,2.0,3.0,2.0,5.0,3.0,Doesn't Recommend,Neutral Outlook,,Brown Forman,0.0,-0.6808,0.0,0.0
2535,Wed Jun 08 2016,Anonymous,,Former Employee ,,4,,gone overboard diversity thing advice management need keep guys built,,3.0,3.0,3.0,3.0,4.0,3.0,,,,Brown Forman,0.0,0.0,0.0,0.0
2536,Tue Jan 26 2016,,,Sales Manager ,,7,,meetings meetings discuss planning meeting major corporate emphasis diversity inclusion initiatives designed rapidly deliberately correct composition,outside find qualified candidates don't place heavy hand diversity inclusion take less forced approach,3.0,4.0,3.0,3.0,5.0,3.0,Recommends,Positive Outlook,,Brown Forman,0.0,0.0,0.0,-0.6525
2537,Mon Mar 24 2014, Quality Control Specialist,"Louisville, KY",Former Employee ,,0,,need focus diversity advice management use talent,,5.0,4.0,5.0,3.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,Brown Forman,0.0,0.4215,0.0,0.0
2538,Wed Sep 08 2010,,"Louisville, KY","Interactive Marketing Manager in Louisville, KY",,2,reputation good products interesting work people okay good pay good diversity opportunity growth,,,5.0,5.0,5.0,5.0,2.0,,Recommends,,Approves of CEO,Brown Forman,0.0,0.0,0.946,0.0
2539,Fri Oct 09 2020, Regional Sales Executive,"London, England",Current Employee ,,0,culture diversity inclusion leadership benefits salary office,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Brown Forman,0.0,0.0,0.3818,0.0
2540,Thu Jun 25 2020, International Marketing Manager,"London, England",Current Employee ,,0,,chance progression poor rewards short term minded high pressure unrealistic targets terrible paternity leave advice management reward fair reward better transparent talk,better transparent talk employees lose politics better paternity,3.0,4.0,5.0,2.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO,Brown Forman,0.0,0.8442,0.0,0.4767
2541,Tue Feb 06 2018,Anonymous,,Former Employee ,,4,,focused accomplishing goals matter hr diversity objective year would pushed even doesn't feed,,2.0,3.0,2.0,2.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Brown Forman,0.0,0.4019,0.0,0.0
2542,Fri Oct 20 2017,Anonymous,"Guadalajara, Jalisco",Current Employee ,,0,best tequila whiskey bourbon brands flexible time culture encourage diversity globe career opportunities across international locations,,,5.0,5.0,4.0,4.0,5.0,4.0,Recommends,Neutral Outlook,Approves of CEO,Brown Forman,0.0,0.0,0.9001,0.0
2543,Thu Dec 18 2014,Anonymous,"Guadalajara, Jalisco",Current Employee ,not company fathers moms,0,,,,2.0,1.0,4.0,3.0,4.0,4.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,Brown Forman,0.0,0.0,0.0,0.0
2544,Sun Jun 01 2014,Anonymous,,Current Employee ,,0,people valued leadership team fun strategic empowering diversity really important people encouraged bring ideas,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Brown Forman,0.0,0.0,0.8766,0.0
2545,Mon Sep 17 2012,Anonymous,,Former Employee ,,0,,conservative company rich tradition lacks diversity companies industry advice management diversify lacks diversity companies industry advice management diversify leadership management,diversify leadership management,4.0,3.0,,,,,,,,Brown Forman,0.0,0.5574,0.0,0.0
2546,Tue Feb 09 2010,,,Off Premise Manager ,,1,,finance running company everything black white without room gray area not fun,,3.0,3.5,3.0,2.5,3.0,,No opinion of CEO,,,Brown Forman,0.0,-0.4023,0.0,0.0
2547,Fri Feb 14 2020, Financial Services,Tor,Former Employee ,,1,,cancel culture decided falsely accuse colleague harassment assault? based situation person would fired condemned,,1.0,3.0,2.0,3.0,5.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Ryerson Holding,0.0,-0.9485,0.0,0.0
2548,Sun Jan 12 2020, Student Assistant,"Ryerson University, ON",Current Employee ,,2,,thought allowing diversity thought not race identity 2 work thought allowing diversity thought not race identity 2,thought allowing diversity thought not race identity work thought allowing diversity thought not race identity,4.0,5.0,3.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Ryerson Holding,0.0,0.0,0.0,0.0
2549,Thu Jan 03 2019,Anonymous,,Current Employee ,,2,,regular harassment intimidation staff students faculty faculty not,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Ryerson Holding,0.0,-0.743,0.0,0.0
2550,Sat Aug 15 2020, Operations,,Former Employee ,,1,,culture type dont fit dont last long diversity focus good intent unintended consequences advice management diversity,diversity culture important not meeting metrics,3.0,,,,,,,,,Illinois Tool Works,0.0,0.1999,0.0,0.2023
2551,Tue Jul 30 2019, Finance,"Troy, OH",Current Employee ,,0,,typically hire outside company try increase minority numbers itw response september 23 2019 – hr director itw's focus numbers itw response september 23 2019 – hr director itw's focus diversity inclusion not new essential business itw response september 23 2019 – hr director itw's focus diversity inclusion not new essential business conducted,typically hire outside company try increase minority numbers itw response september 23 2019 – hr director itw's focus numbers itw response september 23 2019 – hr director itw's focus diversity inclusion not new essential business itw response september 23 2019 – hr director itw's focus diversity inclusion not new essential business conducted,5.0,4.0,3.0,2.0,3.0,1.0,Recommends,Positive Outlook,Approves of CEO,Illinois Tool Works,0.0,0.3182,0.0,0.3182
2552,Tue Nov 24 2020, Engineering Manager,"Los Gatos, CA",Former Employee ,blind spot racism,11,,company blind spot comes racism senior leaders directors especially,show zero tolerance racism,2.0,3.0,3.0,1.0,5.0,5.0,Doesn't Recommend,Positive Outlook,Approves of CEO,Netflix,-0.7783,-0.7783,0.0,-0.4404
2553,Wed Jun 17 2020,Anonymous,"Los Gatos, CA",Current Employee ,,1,others succeed proactive compassionate response global national issues e covid 19 lgbtq black lives matter able work stunning colleagues,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Netflix,0.0,0.0,0.8979,0.0
2554,Mon Dec 30 2019, Senior Software Engineer,"Los Gatos, CA",Former Employee ,,35,,account years bias hiring practices not correct approach improving diversity company organic witnessed last sexist racist hiring practices interviewed women final year sexist racist hiring practices interviewed women final year,account years bias hiring practices not correct approach improving diversity company organic witnessed last,1.0,3.0,3.0,2.0,5.0,2.0,Doesn't Recommend,Positive Outlook,Approves of CEO,Netflix,0.0,-0.8941,0.0,-0.4082
2555,Sun Jan 05 2020, Creative,"Los Angeles, CA",Former Employee ,,17,,racial resentment company alot white people dont like working black urban content get management rolling eyes taking,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Netflix,0.0,-0.6136,0.0,0.0
2556,Fri Nov 01 2019, Program Manager,,Current Employee ,,7,free lunch snacks beverages decent health care package maternity paternity leave company culture free lunch snacks beverages decent health care package maternity paternity leave company culture,,,2.0,2.0,4.0,1.0,3.0,2.0,Recommends,Neutral Outlook,Disapproves of CEO,Netflix,0.0,0.0,0.9118,0.0
2557,Sun Mar 17 2019,Anonymous,,Former Employee ,,54,,not advisable practice advice management 1 instead discussing diversity inclusion something not get people empathize,1 instead discussing diversity inclusion something not get people empathize,3.0,3.0,3.0,3.0,5.0,3.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Netflix,0.0,0.0,0.0,0.0
2558,Mon Mar 11 2019, Engineering Manager,"Los Gatos, CA",Current Employee ,,10,great benefits great product getting better big diversity inclusion people fantastic really jerks solid,,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Netflix,0.0,0.0,0.95,0.0
2559,Wed Feb 20 2019, Customer Service,"Salt Lake City, UT",Former Employee ,,19,,messaging don't hide behind aged culture deck current pr diversity gender equality really look what's happening inside company behind aged culture deck current pr diversity gender equality really look what's happening inside company 19 behind aged culture deck current pr diversity gender equality really look what's happening inside company 19 don’t let name building fool slc call center not like netflix tv media it’s call center fancy name looking reviews want distinguish corporate side business streaming production los gatos l slc customer service facility customer service division stepchild netflix pay different benefits different policies different culture different management way different hear lot netflix culture values diversity don’t mistake corporate’s pr what’s going slc slc set rules decision makers young macho wanna hipster white men good playing game way get get chance hang fancy name resume you’re not there’s not advancement opportunity netflix cs employees disposable lots turnover people get sick ‘we’re netflix happy work us’ ego crap fired not fitting cult ure advice management probably good idea ed customer service business outsourcers clear didn't care division employees corporate netflix management stop listening self generated self promotional messaging don't hide behind aged culture deck current pr diversity gender equality really look what's happening inside company 19,probably good idea ed customer service business outsourcers clear didn't care division employees corporate netflix management stop listening self generated self promotional messaging don't hide behind aged culture deck current pr diversity gender equality really look what's happening inside company behind aged culture deck current pr diversity gender equality really look what's happening inside company behind aged culture deck current pr diversity gender equality really look what's happening inside company hide behind aged culture deck current pr diversity gender equality really look what's happening inside company,2.0,3.0,2.0,2.0,4.0,1.0,Doesn't Recommend,,Disapproves of CEO,Netflix,0.0,0.2654,0.0,0.1255
2560,Tue Dec 25 2018, Manager,"Los Angeles, CA",Current Employee ,,60,,clique feel sucky energy stares advice management treat people fairly diversity inclusion isn’t trend shouldn’t even thing sucky energy stares advice management treat people fairly diversity inclusion isn’t trend shouldn’t even thing discuss hire,treat people fairly diversity inclusion isn’t trend shouldn’t even thing treat people fairly diversity inclusion isn’t trend shouldn’t even thing discuss hire,1.0,2.0,1.0,2.0,4.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Netflix,0.0,0.4215,0.0,0.6597
2561,Thu Dec 13 2018, Csr1,"Salt Lake City, UT",Former Employee ,,18,awesome diversity really cool people working would nice,,,2.0,1.0,1.0,2.0,2.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO,Netflix,0.0,0.0,0.8588,0.0
2562,Mon Oct 29 2018,Anonymous,"Los Angeles, CA",Current Employee ,,17,daily basis love company's focus inclusion diversity honestly notice often looking room work daily basis love company's focus inclusion diversity honestly notice often looking,,,4.0,4.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,Netflix,0.0,0.0,0.9371,0.0
2563,Sat May 05 2018, Senior Software Engineering Manager,"Los Gatos, CA",Former Employee ,,110,,fear real manager toxic loved talk diversity even though biggest mansplainer room interview,,3.0,3.0,1.0,3.0,5.0,3.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,Netflix,0.0,0.1779,0.0,0.0
2564,Fri Dec 15 2017, Analyst,"New York, NY",Current Employee ,,4,,incorporate junior client interaction stronger female recruiting effort develop minority recruiting program none 4 exploring issues raised homogenous workforce little attempt improving diversity advice management develop stronger md svp analyst relationship,incorporate junior client interaction stronger female recruiting effort develop minority recruiting program none,2.0,1.0,3.0,3.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,Jefferies Financial Group,0.0,0.7732,0.0,0.3818
2565,Sat Sep 05 2015, Vice President,"New York, NY",Current Employee ,,5,,female traders kind joke advice management get diversity program hire women 50's 5,get diversity program hire women 50's,1.0,1.0,1.0,1.0,3.0,2.0,Doesn't Recommend,Positive Outlook,,Jefferies Financial Group,0.0,0.6808,0.0,0.0
2566,Thu Jan 09 2014, Trader,"New York, NY",Former Employee ,,0,,cost orientation undercutting serious thoughts future opportunities running stuff skeleton,,3.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO,Jefferies Financial Group,0.0,0.3182,0.0,0.0
2567,Fri Jun 05 2020, Analyst,"London, England",Former Employee ,,0,,respect senior bankers unfriendly rude severe lack diversity advice management treat employees respect,,1.0,1.0,1.0,4.0,5.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Jefferies Financial Group,0.0,-0.128,0.0,0.0
2568,Tue Jan 22 2019, Team Driver/Dominion,"Fort Worth, TX",Former Employee ,,0,nothin goof food orientation,,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Landstar System,0.0,0.0,0.0,0.0
2569,Sat Mar 03 2012,,, ,,1,,communication gap somewhere orientation cancellation lease agents post loads,,3.0,3.0,1.0,2.5,2.0,,Disapproves of CEO,,,Landstar System,0.0,0.0,0.0,0.0
2570,Tue Jun 04 2019, Applications Analyst,"Saint Paul, MN",Current Employee ,,5,5 years consecutive service competitive maternity leave new paternity leave policy 4 weeks first year benefit pension plan vested 5 years consecutive service competitive maternity leave new paternity leave policy 4 weeks,,,5.0,5.0,5.0,5.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,Securian Financial Group,0.0,0.0,0.6369,0.0
2571,Wed Mar 21 2018,Anonymous,"Saint Paul, MN",Current Employee ,,10,,assist situations securian long standing commitment discrimination retaliation free workplace investigate concerns promptly reported concerns assist situations securian long standing commitment discrimination retaliation free workplace investigate concerns promptly reported concerns not progressive sense word sexist environment retaliates against employees challenge status quo even try,,1.0,3.0,1.0,2.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Securian Financial Group,0.0,0.9022,0.0,0.0
2572,Thu Jul 23 2015, Supervisor,"Minneapolis, MN",Current Employee ,,0,,lot employees schools need diversity ideas people advice management well overall,,3.0,4.0,3.0,4.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,Securian Financial Group,0.0,0.2732,0.0,0.0
2573,Thu Nov 13 2014,,, ,,1,,need diversity certain departments,,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,,No opinion of CEO,Securian Financial Group,0.0,0.2732,0.0,0.0
